Name of program,Type of program,Program code,Quota,Matched
U Texas Med Branch-Galveston,Surgery-Preliminary,1714440P2,1,1
U Texas Med Branch-Galveston,Vascular Surgery,1714451C0,1,1
U Texas Med Branch-Galveston,Medicine-Prev Med/Aerospace,1714751C0,1,1
U Texas Med Sch-Houston,Anesthesiology,2923040C0,26,26
U Texas Med Sch-Houston,Dermatology,2923080A0,7,7
U Texas Med Sch-Houston,Dermatology,2923080R0,1,1
U Texas Med Sch-Houston,Emergency Medicine,2923110C0,20,20
U Texas Med Sch-Houston,Family Medicine/HH/LBJ,2923120C0,12,12
U Texas Med Sch-Houston,Internal Medicine,2923140C0,40,40
U Texas Med Sch-Houston,Medicine-Preliminary,2923140P0,15,15
U Texas Med Sch-Houston (Continued),Med-Prelim/Radiation Onc,2923140P1,2,2
U Texas Med Sch-Houston (Continued),Neurological Surgery,2923160C0,3,3
U Texas Med Sch-Houston (Continued),Neurology,2923180C0,10,10
U Texas Med Sch-Houston (Continued),Child Neurology,2923185C0,3,2
U Texas Med Sch-Houston (Continued),Obstetrics-Gynecology,2923220C0,12,12
U Texas Med Sch-Houston (Continued),Orthopaedic Surgery,2923260C0,6,6
U Texas Med Sch-Houston (Continued),Otolaryngology,2923280C0,3,3
U Texas Med Sch-Houston (Continued),Pathology,2923300C0,7,7
U Texas Med Sch-Houston (Continued),Pediatrics,2923320C0,24,24
U Texas Med Sch-Houston (Continued),Phys Medicine & Rehab,2923340C0,4,4
U Texas Med Sch-Houston (Continued),Psychiatry,2923400C0,9,9
U Texas Med Sch-Houston (Continued),Psychiatry/Child Psych,2923400C1,2,2
U Texas Med Sch-Houston (Continued),Psychiatry/Research,2923400C2,2,2
U Texas Med Sch-Houston (Continued),Intervent Rad (Integ)/MD Anderson,2923416A0,3,3
U Texas Med Sch-Houston (Continued),Int Rad/MD Anderson-Military,2923416A1,1,0
U Texas Med Sch-Houston (Continued),Radiology-Diagnostic,2923420A0,10,10
U Texas Med Sch-Houston (Continued),Radiology-Diagnostic/Military,2923420A1,1,0
U Texas Med Sch-Houston (Continued),Radiology-Diagnostic/Dubai,2923420A2,1,1
U Texas Med Sch-Houston (Continued),General Surgery,2923440C0,6,6
U Texas Med Sch-Houston (Continued),Surg-Prelim/Non-designated,2923440P0,9,3
U Texas Med Sch-Houston (Continued),Surg-Prelim/OMFS,2923440P2,3,3
U Texas Med Sch-Houston (Continued),Surg-Prelim/Funded,2923440P3,1,1
U Texas Med Sch-Houston (Continued),Vascular Surgery,2923451C0,1,1
U Texas Med Sch-Houston (Continued),Medicine-Pediatrics,2923700C0,8,8
U Texas Med Sch-Houston (Continued),Pediatrics-Medical Genetics,2923765C0,1,1
U Texas Rio Grande Valley,Family Med/McAllen Med Ctr,1825120C0,6,6
U Texas Rio Grande Valley,Family Med/DHR-Edinburg,1825120C1,8,8
U Texas Rio Grande Valley,Family Medicine/Knapp,1825120C2,6,6
U Texas Rio Grande Valley,Internal Med/VBMC-Harlingen,1825140C0,10,10
U Texas Rio Grande Valley,Internal Med/DHR-Edinburg,1825140C1,16,16
U Texas Rio Grande Valley,Med-Prelim/DHR-Edinberg,1825140P0,4,0
U Texas Rio Grande Valley,Ob-Gyn/DHR-Edinburg,1825220C0,4,4
U Texas Rio Grande Valley,Obstetrics-Gynecology/BOLD,1825220C1,1,1
U Texas Rio Grande Valley,Psychiatry,1825400C0,6,6
U Texas Rio Grande Valley,Gen Surgery/DHR-Edinburg,1825440C0,4,4
U Texas Rio Grande Valley,Surgery-Prelimary/DHR-Edinburg,1825440P0,4,4
U Texas Rio Grande Valley,Transitional,1825999P0,4,4
U Texas Southwestern Med Sch-Dallas,Anesthesiology,2835040C0,17,17
U Texas Southwestern Med Sch-Dallas,Anesthesiology,2835040R0,4,4
U Texas Southwestern Med Sch-Dallas,Dermatology,2835080A0,6,6
U Texas Southwestern Med Sch-Dallas,Emergency Medicine,2835110C0,22,22
U Texas Southwestern Med Sch-Dallas,Family Medicine,2835120C0,8,7
U Texas Southwestern Med Sch-Dallas,Family Med/SW Hlth Resources,2835120C3,6,5
U Texas Southwestern Med Sch-Dallas,Internal Medicine,2835140C0,58,58
U Texas Southwestern Med Sch-Dallas,Medicine-Preliminary,2835140P0,6,6
U Texas Southwestern Med Sch-Dallas,Neurological Surgery,2835160C0,2,2
U Texas Southwestern Med Sch-Dallas,Neurology,2835180C0,9,9
U Texas Southwestern Med Sch-Dallas,Child Neurology/Neuroscience,2835185C0,1,1
U Texas Southwestern Med Sch-Dallas,Child Neurology,2835185C1,3,3
U Texas Southwestern Med Sch-Dallas,Neurodevelopmental Disabilities,2835186C0,1,1
U Texas Southwestern Med Sch-Dallas,Obstetrics-Gynecology,2835220C0,18,18
U Texas Southwestern Med Sch-Dallas,Orthopaedic Surgery,2835260C0,6,6
U Texas Southwestern Med Sch-Dallas,Otolaryngology,2835280C0,4,4
U Texas Southwestern Med Sch-Dallas,Pathology,2835300C0,6,6
U Texas Southwestern Med Sch-Dallas,Pathology/Research,2835300C2,2,0
U Texas Southwestern Med Sch-Dallas,Pediatrics,2835320C0,30,30
U Texas Southwestern Med Sch-Dallas,Peds-Preliminary/NDD,2835320P1,1,0
U Texas Southwestern Med Sch-Dallas,Phys Medicine & Rehab,2835340A0,3,3
U Texas Southwestern Med Sch-Dallas,Phys Medicine & Rehab,2835340C0,6,6
U Texas Southwestern Med Sch-Dallas,Plastic Surgery (Integrated),2835362C0,4,4
U Texas Southwestern Med Sch-Dallas,Psychiatry,2835400C0,11,11
U Texas Southwestern Med Sch-Dallas,Psychiatry/Research,2835400C2,2,2
U Texas Southwestern Med Sch-Dallas,Psychiatry/ChildPsych,2835400C3,3,3
U Texas Southwestern Med Sch-Dallas,Psychiatry/Rural Pub Mental Hlth,2835400C4,2,2
U Texas Southwestern Med Sch-Dallas,Interventional Radiology (Integ),2835416A0,3,3
U Texas Southwestern Med Sch-Dallas,Radiology-Diagnostic,2835420A0,8,8
U Texas Southwestern Med Sch-Dallas,Radiology-Diag/Research,2835420A1,3,3
U Texas Southwestern Med Sch-Dallas,Radiation Oncology,2835430A0,3,3
U Texas Southwestern Med Sch-Dallas,General Surgery,2835440C0,13,13
U Texas Southwestern Med Sch-Dallas,Surgery-Preliminary,2835440P0,12,10
U Texas Southwestern Med Sch-Dallas,Surg-Prelim/Rad Research,2835440P3,3,3
U Texas Southwestern Med Sch-Dallas,Vascular Surgery,2835451C0,1,1
U Texas Southwestern Med Sch-Dallas,Medicine-Pediatrics,2835700C0,4,4
U Texas Southwestern Med Sch-Dallas,Medicine-Psychiatry,2835715C0,2,2
U Texas Southwestern Med Sch-Dallas,Psychiatry-Neurology,2835755C0,1,1
U Texas Southwestern Med Sch-Dallas,Dermatology,1793080A0,4,4
U Texas Southwestern Med Sch-Dallas,Dermatology,1793080R0,1,1
U Texas Southwestern Med Sch-Dallas,Emergency Medicine,1793110C0,8,8
U Texas Southwestern Med Sch-Dallas,Family Medicine,1793120C0,7,7
U Texas Southwestern Med Sch-Dallas,Internal Medicine,1793140C0,12,12
U Texas Southwestern Med Sch-Dallas,Internal Med/Distinction,1793140C1,5,5
U Texas Southwestern Med Sch-Dallas,Medicine-Primary,1793140M0,4,4
U Texas Southwestern Med Sch-Dallas,Medicine-Preliminary,1793140P0,5,5
U Texas Southwestern Med Sch-Dallas,Neurology,1793180C0,6,6
U Texas Southwestern Med Sch-Dallas,Child Neurology,1793185C0,1,0
U Texas Southwestern Med Sch-Dallas,Obstetrics-Gynecology,1793220C0,5,5
U Texas Southwestern Med Sch-Dallas,Orthopaedic Surgery,1793260C0,4,4
U Texas Southwestern Med Sch-Dallas,Pediatrics,1793320C0,18,18
U Texas Southwestern Med Sch-Dallas,Pediatrics/Distinction,1793320C1,3,3
U Texas Southwestern Med Sch-Dallas,Phys Medicine & Rehab,1793340A0,2,2
U Texas Southwestern Med Sch-Dallas,Psychiatry,1793400C0,8,8
U Texas Southwestern Med Sch-Dallas,General Surgery,1793440C0,4,4
U Texas Southwestern Med Sch-Dallas,Surgery-Preliminary,1793440P0,3,3
U Texas Southwestern Med Sch-Dallas,Transitional,1793999P0,6,6
Valley Baptist Med Ctr-TX,Family Medicine,1235120C0,5,5
William Beaumont Army Med Ctr-TX,Internal Medicine/El Paso VA,1717140C0,3,3
William Beaumont Army Med Ctr-TX,Orthopaedic Surgery,1717260C0,1,1
Intermountain Med Ctr-UT,Transitional,1729999P0,10,7
McKay-Dee Hospital Ctr-UT,Family Medicine,1736120C0,7,7
University of Utah Health,Anesthesiology,1732040A0,5,5
University of Utah Health,Anesthesiology/Trans,1732040C0,3,3
University of Utah Health,Anesthesiology/IM,1732040C1,5,5
University of Utah Health,Anesthesiology,1732040R0,2,2
University of Utah Health,Dermatology,1732080A0,3,3
University of Utah Health,Dermatology/IM,1732080C0,1,1
University of Utah Health,Dermatology,1732080R0,1,1
University of Utah Health,Emergency Medicine,1732110C0,9,9
University of Utah Health,Family Medicine,1732120C0,10,10
University of Utah Health,Internal Medicine,1732140C0,29,29
University of Utah Health,Internal Med/Research,1732140C1,1,1
University of Utah Health,Internal Med/Intl Partnership,1732140C2,2,2
University of Utah Health,Medicine-Preliminary,1732140P0,1,1
University of Utah Health,Med-Prelim/Ophthalmology,1732140P1,4,4
University of Utah Health,Neurological Surgery,1732160C0,3,3
University of Utah Health,Neurology,1732180C0,8,8
University of Utah Health,Child Neurology,1732185C0,2,1
University of Utah Health,Obstetrics-Gynecology,1732220C0,6,6
University of Utah Health,Orthopaedic Surgery,1732260C0,6,6
University of Utah Health,Otolaryngology,1732280C0,3,3
University of Utah Health,Pathology-AP/CP Comb,1732300C0,5,5
University of Utah Health,Pathology-CP only,1732300C1,1,0
University of Utah Health,Pathology-AP/NP Comb,1732300C3,1,1
University of Utah Health,Pediatrics,1732320C0,20,20
University of Utah Health,Phys Medicine & Rehab,1732340C0,6,6
University of Utah Health,Plastic Surgery (Integrated),1732362C0,2,2
University of Utah Health,Psychiatry,1732400C0,9,9
University of Utah Health,Psychiatry/Research,1732400C1,1,1
University of Utah Health,Psychiatry/Rural Idaho Track,1732400C2,3,3
University of Utah Health,Interventional Radiology (Integ),1732416A0,1,1
University of Utah Health,Radiology-Diagnostic,1732420A0,7,7
University of Utah Health,Radiology-Diagnostic,1732420R0,1,1
University of Utah Health,Radiation Oncology,1732430A0,2,2
University of Utah Health,Radiation Oncology/Military,1732430A1,1,0
University of Utah Health,Radiation Oncology/Military,1732430R0,1,0
University of Utah Health,General Surgery,1732440C0,6,6
University of Utah Health,Medicine-Pediatrics,1732700C0,3,3
University of Utah Health,Peds/Psych/Child Psych,1732730C0,3,3
Utah HealthCare Institute,Family Medicine,1730120C0,4,4
Utah Valley Reg Med Ctr,Family Medicine,1215120C0,8,8
Univ of Vermont Medical Center,Anesthesiology,1734040C0,6,6
Univ of Vermont Medical Center,Dermatology,1734080A0,2,2
Univ of Vermont Medical Center,Emergency Medicine,1734110C0,6,6
Univ of Vermont Medical Center,Family Medicine,1734120C0,6,6
Univ of Vermont Medical Center,Internal Medicine,1734140C0,12,12
Univ of Vermont Medical Center,Medicine-Primary,1734140M0,3,3
Univ of Vermont Medical Center,Medicine-Preliminary/FAP,1734140P2,3,2
Univ of Vermont Medical Center,Neurological Surgery,1734160C0,1,1
Univ of Vermont Medical Center,Neurology,1734180C0,4,4
Univ of Vermont Medical Center,Obstetrics-Gynecology,1734220C0,3,3
Univ of Vermont Medical Center,Orthopaedic Surgery,1734260C0,3,3
Univ of Vermont Medical Center,Otolaryngology,1734280C0,1,1
Univ of Vermont Medical Center,Pathology,1734300C0,4,4
Univ of Vermont Medical Center,Pediatrics,1734320C0,7,7
Univ of Vermont Medical Center,Psychiatry,1734400C0,3,3
Univ of Vermont Medical Center,Combined Adult/Child Psych,1734400C1,2,2
Univ of Vermont Medical Center,Radiology-Diagnostic,1734420A0,6,6
Univ of Vermont Medical Center,General Surgery,1734440C0,4,4
Univ of Vermont Medical Center,Surgery-Preliminary,1734440P0,1,0
Bon Secours Health System-VA,Family Medicine/St Francis,2530120C0,8,8
Bon Secours Health System-VA,Family Medicine/Blackstone,2530120C1,2,2
Bon Secours Health System-VA,Dermatology,1748080A0,1,1
Bon Secours Health System-VA,Emergency Medicine,1748110C0,11,11
Bon Secours Health System-VA,Family Medicine,1748120C0,10,10
Bon Secours Health System-VA,Internal Medicine,1748140C0,23,23
Bon Secours Health System-VA,Medicine-Preliminary,1748140P0,3,3
Bon Secours Health System-VA,Neurological Surgery,1748160C0,1,1
Bon Secours Health System-VA,Neurology,1748180C0,3,3
Bon Secours Health System-VA,Obstetrics-Gynecology,1748220C0,4,4
Bon Secours Health System-VA,Pediatrics,1748320C0,6,6
Bon Secours Health System-VA,Plastic Surgery (Integrated),1748362C0,2,2
Bon Secours Health System-VA,Psychiatry,1748400C0,9,9
Bon Secours Health System-VA,General Surgery,1748440C0,5,5
Bon Secours Health System-VA,Surgery-Preliminary,1748440P0,3,3
Eastern VA Med School-VA,Dermatology,2980080A0,2,2
Eastern VA Med School-VA,Emergency Medicine,2980110C0,9,9
Eastern VA Med School-VA,Family Med/Portsmouth,2980120C0,8,8
Eastern VA Med School-VA,Family Med/Ghent,2980120C1,8,8
Eastern VA Med School-VA,Internal Medicine,2980140C0,14,14
Eastern VA Med School-VA,Internal Medicine/Geriatrics,2980140C1,1,1
Eastern VA Med School-VA,Medicine-Preliminary,2980140P0,9,9
Eastern VA Med School-VA,Obstetrics-Gynecology,2980220C0,5,5
Eastern VA Med School-VA,Otolaryngology,2980280C0,3,3
Eastern VA Med School-VA,Pediatrics,2980320C0,24,24
Eastern VA Med School-VA,Phys Medicine & Rehab,2980340A0,3,3
Eastern VA Med School-VA,Psychiatry,2980400C0,4,4
Eastern VA Med School-VA (Continued),Radiology-Diagnostic,2980420A0,4,3
Eastern VA Med School-VA (Continued),General Surgery,2980440C0,5,5
Eastern VA Med School-VA (Continued),Vascular Surgery,2980451C0,1,1
Eastern VA Med School-VA (Continued),Dermatology,2192080A0,2,2
Eastern VA Med School-VA (Continued),Family Medicine,2192120C0,6,1
Eastern VA Med School-VA (Continued),Internal Medicine,2192140C0,7,3
Eastern VA Med School-VA (Continued),Transitional/Dermatology,2192999P0,2,2
Eastern VA Med School-VA (Continued),Transitional,2192999P1,2,2
Inova Fairfax Hospital-VA,Internal Medicine,3199140C0,11,11
Inova Fairfax Hospital-VA,Neurological Surgery,3199160C0,1,1
Inova Fairfax Hospital-VA,Obstetrics-Gynecology,3199220C0,6,6
Inova Fairfax Hospital-VA,Pediatrics,3199320C0,13,13
Inova Fairfax Hospital-VA,General Surgery,3199440C0,6,6
Johnston Memorial Hosp-VA,Family Medicine,2178120C0,4,1
Johnston Memorial Hosp-VA,Medicine-Primary,2178140M0,6,6
LewisGale Med Ctr-VA,Family Medicine,2129120C0,8,1
LewisGale Med Ctr-VA,Internal Medicine,2129140C0,15,1
LewisGale Med Ctr-VA,Psychiatry,2129400C0,8,8
Lonesome Pine Hospital-VA,Family Medicine,2216120C0,6,6
Lynchburg Fam Med Res-VA,Family Medicine,3065120C0,9,9
Norton Community Hosp-VA,Internal Medicine,2112140C0,9,1
Riverside Reg Med Ctr-VA,Emergency Medicine,1739110C0,8,8
Riverside Reg Med Ctr-VA,Family Medicine,1739120C0,13,13
Riverside Reg Med Ctr-VA,Obstetrics-Gynecology,1739220C0,3,3
Riverside Reg Med Ctr-VA,Transitional,1739999P0,12,12
Sovah Health-Danville-VA,Family Medicine,2145120C0,6,6
Sovah Health-Danville-VA,Internal Medicine,2145140C0,8,5
University of Virginia,Anesthesiology,1737040A0,2,2
University of Virginia,Anesthesiology,1737040C0,12,12
University of Virginia,Anesthesiology,1737040R0,1,1
University of Virginia,Dermatology,1737080A0,2,2
University of Virginia,Dermatology,1737080R0,1,1
University of Virginia,Emergency Medicine,1737110C0,12,12
University of Virginia,Family Medicine,1737120C0,8,8
University of Virginia,Internal Medicine,1737140C0,29,29
University of Virginia,Medicine-Primary,1737140M0,3,3
University of Virginia,Medicine-Preliminary,1737140P0,8,8
University of Virginia,Neurological Surgery,1737160C0,2,2
University of Virginia,Neurology,1737180C0,6,6
University of Virginia,Child Neurology,1737185C0,1,1
University of Virginia,Obstetrics-Gynecology,1737220C0,4,4
University of Virginia,Orthopaedic Surgery/5 Yr,1737260C0,5,5
University of Virginia,Otolaryngology,1737280C0,3,3
University of Virginia,Pathology,1737300C0,5,5
University of Virginia,Pediatrics,1737320C0,11,11
University of Virginia,Phys Medicine & Rehab,1737340A0,2,2
University of Virginia,Phys Medicine & Rehab,1737340C0,2,2
University of Virginia,Plastic Surgery (Integrated),1737362C0,2,2
University of Virginia,Psychiatry,1737400C0,10,10
University of Virginia,Interventional Radiology (Integ),1737416A0,3,3
University of Virginia,Radiology-Diagnostic,1737420A0,8,8
University of Virginia,Radiology-Diagnostic,1737420R0,2,1
University of Virginia,Radiation Oncology,1737430A0,2,0
University of Virginia,General Surgery,1737440C0,5,5
University of Virginia,Surgery-Preliminary,1737440P1,7,3
University of Virginia,Surg-Prelim/Int Radiology,1737440P3,3,3
University of Virginia,Thoracic Surgery,1737461C0,1,1
VCU-Fairfax Family Med Res-VA,Family Medicine,1733120C0,9,9
VCU-Shenandoah Valley-VA,Family Medicine,1742120C0,5,5
Virginia Commonwealth U Hlth Sys,Anesthesiology,1743040C0,8,8
Virginia Commonwealth U Hlth Sys,Anesthesiology,1743040R0,4,3
Virginia Commonwealth U Hlth Sys,Dermatology,1743080A0,2,2
Virginia Commonwealth U Hlth Sys,Emergency Medicine,1743110C0,10,10
Virginia Commonwealth U Hlth Sys,Internal Medicine,1743140C0,33,33
Virginia Commonwealth U Hlth Sys,Medicine-Preliminary,1743140P0,4,4
Virginia Commonwealth U Hlth Sys,Med-Prelim/Neurology,1743140P1,8,8
Virginia Commonwealth U Hlth Sys,Med-Prelim/PM&R,1743140P2,4,4
Virginia Commonwealth U Hlth Sys,Med-Prelim/Ophthalmology,1743140P3,4,4
Virginia Commonwealth U Hlth Sys,Neurological Surgery,1743160C0,2,2
Virginia Commonwealth U Hlth Sys,Neurology,1743180A0,8,8
Virginia Commonwealth U Hlth Sys,Child Neurology,1743185C0,1,1
Virginia Commonwealth U Hlth Sys,Obstetrics-Gynecology,1743220C0,6,6
Virginia Commonwealth U Hlth Sys,Orthopaedic Surgery,1743260C0,5,5
Virginia Commonwealth U Hlth Sys,Otolaryngology,1743280C0,2,2
Virginia Commonwealth U Hlth Sys,Pathology,1743300C0,4,4
Virginia Commonwealth U Hlth Sys,Pediatrics,1743320C0,15,15
Virginia Commonwealth U Hlth Sys,Phys Medicine & Rehab,1743340A0,6,6
Virginia Commonwealth U Hlth Sys,Plastic Surgery (Integrated),1743362C0,2,2
Virginia Commonwealth U Hlth Sys,Psychiatry,1743400C0,11,11
Virginia Commonwealth U Hlth Sys,Radiology-Diagnostic,1743420A0,9,9
Virginia Commonwealth U Hlth Sys,Radiology-Diagnostic,1743420R0,2,2
Virginia Commonwealth U Hlth Sys,Radiation Oncology,1743430A0,2,0
Virginia Commonwealth U Hlth Sys,General Surgery,1743440C0,5,5
Virginia Commonwealth U Hlth Sys,Surgery-Preliminary,1743440P0,7,7
Virginia Commonwealth U Hlth Sys,Medicine-Pediatrics,1743700C0,4,4
Virginia Commonwealth U Hlth Sys,Medicine-Emergency Med,1743705C0,2,2
Central WA Family Med,Family Medicine,3059120C0,8,8
Central WA Family Med,Family Med/Ellensburg Rural,3059120C1,2,2
Community Health Care-WA,Family Medicine,1731120C0,6,6
Harrison Med Ctr-WA,Family Medicine,2059120C0,8,8
Kadlec Regional Med Ctr-WA,Family Medicine,1721120C0,8,8
Kaiser Permanente Washington,Family Medicine/Capitol Hill,1811120C0,4,4
Kaiser Permanente Washington,Family Medicine/Burien,1811120C1,2,2
MultiCare Good Samaritan Hosp-WA,Family Medicine,1574120C0,6,6
PeaceHealth Southwest Med Ctr-WA,Family Medicine,1143120C0,8,8
Providence Sacred Heart Med Ctr-WA,Family Medicine,1758120C0,10,10
Providence Sacred Heart Med Ctr-WA,Family Med/Rural,1758120C1,2,1
Providence Sacred Heart Med Ctr-WA,Internal Medicine,1758140C0,10,10
Providence Sacred Heart Med Ctr-WA,Psychiatry,1758400C0,4,4
Providence Sacred Heart Med Ctr-WA,Radiology-Diagnostic,1758420C0,2,2
Providence Sacred Heart Med Ctr-WA,Transitional,1758999P0,16,16
Providence St Peter Hospital-WA,Family Medicine,3198120C0,7,7
Providence St Peter Hospital-WA,Family Medicine/Chehalis,3198120C1,3,2
Providence St Peter Hospital-WA,Family Med/Summit Pacific,3198120C2,2,1
Puyallup Tribal Health Authority-WA,Family Medicine,2209120C0,4,2
Sea Mar Community Health Ctrs-WA,Family Medicine,1912120C0,8,8
Skagit Regional Health-WA,Internal Medicine,2159140C0,6,6
St. Joseph's Hospital-WA,General Surgery,2210440C0,2,2
Swedish Med Ctr-WA,Family Med/First Hill,1755120C0,6,6
Swedish Med Ctr-WA,Family Med/Downtown,1755120C1,3,3
Swedish Med Ctr-WA,Family Med/Ballard,1755120C2,2,2
Swedish Med Ctr-WA,Family Med/Cherry Hill,1755120C3,4,4
Swedish Med Ctr-WA,Family Med/SeaMar,1755120C4,2,2
Swedish Med Ctr-WA (Continued),Family Med/SIHB,1755120C5,2,2
Swedish Med Ctr-WA (Continued),Family Med/Carolyn Downs,1755120C7,2,2
Swedish Med Ctr-WA (Continued),Family Med/ID Clinic,1755120C8,2,2
Swedish Med Ctr-WA (Continued),Family Medicine/Rural,1755120C9,2,2
Swedish Med Ctr-WA (Continued),General Surgery,1755440C0,5,5
Swedish Med Ctr-WA (Continued),Surgery-Preliminary,1755440P0,5,3
Tacoma Family Med-WA,Family Medicine,3086120C0,8,8
Trios Health-WA,Internal Medicine,2167140C0,4,4
U Washington Affil Hosps,Anesthesiology,1918040A0,1,1
U Washington Affil Hosps,Anesthesiology/Clin Base Yr,1918040C0,24,24
U Washington Affil Hosps,Anesthesiology/Crit Care Comb,1918040C1,1,1
U Washington Affil Hosps,Anesthesiology/Bonica Scholar,1918040C2,1,1
U Washington Affil Hosps,Anesthesiology,1918040R0,1,0
U Washington Affil Hosps,Dermatology,1918080A0,4,4
U Washington Affil Hosps,Emergency Medicine,1918110C0,12,12
U Washington Affil Hosps,Family Medicine,1918120C0,6,6
U Washington Affil Hosps,Family Med/Harborview,1918120C1,2,2
U Washington Affil Hosps,Family Medicine/Chelan Rural,1918120C2,2,2
U Washington Affil Hosps,Internal Medicine,1918140C0,39,39
U Washington Affil Hosps,Medicine-Primary,1918140M0,13,13
U Washington Affil Hosps,Med-Prelim/Ophthalmology,1918140P2,5,5
U Washington Affil Hosps,Neurological Surgery,1918160C0,3,3
U Washington Affil Hosps,Neurology,1918180C0,8,8
U Washington Affil Hosps,Neurology,1918180R0,1,1
U Washington Affil Hosps,Child Neurology,1918185C0,3,3
U Washington Affil Hosps,Obstetrics-Gynecology,1918220C0,7,7
