,Link,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,sunmary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Assault vs. National,Murder,Murder vs. National,Rape,Rape vs. National,Robbery,Robbery vs. National,Burglary,Burglary vs. National,Theft,Theft vs. National,Motor Vehicle Theft,Motor Vehicle Theft vs. National,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,Hispanic,White,Two or more races,African American,Asian,American Indian or Alaska native,Other race,Hawaiian or other Pacific Islander,Male,Female,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+
0,https://www.niche.com/places-to-live/c/troup-county-ga/,B minus,C,B,B+,A,B minus,B,B,C+,B,C+,"Troup County is located in Georgia with a population of 69,919. In Troup County, most residents own their homes. Many families live in Troup County and residents tend to be conservative.",,,,,,,,0.43,0.57,,,,,,,,,,,,,,,0.12,0.12,0.1,0.13,0.12,0.13,0.12,0.14,0.07,-0.41666666666666663,0.12,-0.4,0.29,0.0,0.35,0.29629629629629606,0.17,0.41666666666666674,,,,,,,,0.039,0.209,0.027999999999999997,0.04,0.56,0.01,0.36,0.02,0.0,0.0,0.0,0.48,0.52,0.29,0.2,0.22,0.22,0.06,0.34,0.3,0.24,0.12
0,https://www.niche.com/places-to-live/c/adams-county-co/,C,D+,A minus,B,A,B+,B,D+,A,A,C+,"Adams County is located in Colorado with a population of 504,108. In Adams County, most residents own their homes. Many families and young professionals live in Adams County and residents tend to lean liberal.",,,,,,,,0.34,0.66,,,,,,,,,,,,,,,0.15,0.12,0.09,0.16,0.15,0.12,0.11,0.1,0.08,-0.33333333333333326,0.17,-0.15000000000000002,0.31,0.06896551724137945,0.29,0.07407407407407396,0.16,0.3333333333333335,,,1,0,3,0,0,0.028999999999999998,0.10800000000000001,0.09699999999999999,0.4,0.5,0.02,0.03,0.04,0.0,0.0,0.0,0.5,0.5,0.13,0.16,0.23,0.34,0.13,0.22,0.28,0.29,0.2
0,https://www.niche.com/places-to-live/c/price-county-wi/,B,B minus,B,C+,C,B,C minus,B+,B minus,B+,B,"Price County is located in Wisconsin with a population of 13,416. In Price County, most residents own their homes. Many retirees live in Price County and residents tend to lean conservative.",,,,,,,,0.22,0.78,,,,,,,,,,,,,,,0.08,0.09,0.06,0.08,0.1,0.14,0.2,0.25,0.04,-0.6666666666666666,0.12,-0.4,0.35,0.2068965517241379,0.4,0.4814814814814814,0.08,-0.33333333333333326,,,0,1,0,0,0,0.013000000000000001,0.13,0.012,0.02,0.94,0.01,0.01,0.01,0.01,0.0,0.01,0.51,0.49,0.22,0.24,0.27,0.22,0.04,0.28,0.33,0.29,0.1
0,https://www.niche.com/places-to-live/c/warren-county-mo/,B,B,B,B minus,C+,C+,B minus,B+,B minus,B minus,C minus,"Warren County is located in Missouri with a population of 34,453. In Warren County, most residents own their homes. Many families live in Warren County and residents tend to be conservative.",,,,,,,,0.21,0.79,,,,,,,,,,,,,,,0.13,0.11,0.08,0.12,0.11,0.13,0.15,0.18,0.06,-0.5,0.13,-0.35,0.32,0.10344827586206917,0.38,0.40740740740740744,0.11,-0.08333333333333326,,,0,1,0,0,0,0.027999999999999997,0.131,0.003,0.03,0.92,0.02,0.02,0.0,0.0,0.0,0.0,0.5,0.5,0.15,0.23,0.24,0.28,0.1,0.27,0.31,0.26,0.16
0,https://www.niche.com/places-to-live/c/quay-county-nm/,B,C+,C+,C,A minus,C,B,B minus,B,C,A minus,"Quay County is located in New Mexico with a population of 8,326. In Quay County, most residents own their homes. Many retirees live in Quay County and residents tend to be conservative.",,,,,,,,0.39,0.61,,,,,,,,,,,,,,,0.14,0.09,0.06,0.11,0.12,0.09,0.15,0.24,0.07,-0.41666666666666663,0.1,-0.5,0.29,0.0,0.36,0.33333333333333326,0.18,0.5,,,,,,,,0.025,0.19899999999999998,0.022000000000000002,0.45,0.5,0.01,0.02,0.01,0.01,0.0,0.0,0.48,0.52,0.39,0.27,0.17,0.13,0.04,0.35,0.42,0.15,0.07
0,https://www.niche.com/places-to-live/c/levy-county-fl/,C+,B minus,B,C+,B,B minus,A minus,A minus,C+,A minus,C,"Levy County is located in Florida with a population of 40,403. In Levy County, most residents own their homes. Many retirees live in Levy County and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,,,,,,,,0.11,0.08,0.07,0.11,0.1,0.12,0.16,0.24,0.04,-0.6666666666666666,0.08,-0.6000000000000001,0.32,0.10344827586206917,0.41,0.5185185185185184,0.15,0.25,,,0,0,1,0,0,0.032,0.203,0.024,0.08,0.8,0.02,0.09,0.01,0.0,0.0,0.0,0.49,0.51,0.35,0.25,0.22,0.15,0.03,0.33,0.38,0.22,0.07
0,https://www.niche.com/places-to-live/c/wabash-county-il/,C,B,B minus,C,C+,C+,B,A minus,B,C+,B minus,"Wabash County is located in Illinois with a population of 11,546. In Wabash County, most residents own their homes. Many retirees live in Wabash County and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,,,,,,,,0.12,0.11,0.07,0.12,0.11,0.12,0.15,0.2,0.06,-0.5,0.12,-0.4,0.42,0.4482758620689655,0.31,0.14814814814814814,0.09,-0.25,,,2,4,2,0,0,0.021,0.11900000000000001,0.013999999999999999,0.03,0.94,0.02,0.01,0.01,0.0,0.0,0.0,0.49,0.51,0.25,0.2,0.21,0.27,0.07,0.3,0.3,0.27,0.14
0,https://www.niche.com/places-to-live/c/cleveland-county-ar/,C+,A minus,D,C+,B minus,B,B,A,C,C,C minus,"Cleveland County is located in Arkansas with a population of 8,128. In Cleveland County, most residents own their homes. Many retirees live in Cleveland County and residents tend to be conservative.",,,,,,,,0.24,0.76,,,,,,,,,,,,,,,0.11,0.11,0.08,0.11,0.12,0.13,0.14,0.2,0.05,-0.5833333333333333,0.11,-0.45000000000000007,0.27,-0.06896551724137923,0.47,0.7407407407407405,0.1,-0.16666666666666663,,,,,,,,0.027999999999999997,0.182,0.006999999999999999,0.01,0.85,0.01,0.13,0.0,0.0,0.0,0.0,0.49,0.51,0.28,0.21,0.23,0.23,0.05,0.3,0.3,0.24,0.15
0,https://www.niche.com/places-to-live/c/goshen-county-wy/,B minus,B minus,B,B minus,B minus,C+,B minus,C+,C minus,B minus,B+,"Goshen County is located in Wyoming with a population of 13,342. In Goshen County, most residents own their homes. Many young professionals and retirees live in Goshen County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.09,0.11,0.09,0.11,0.11,0.12,0.15,0.22,0.1,-0.16666666666666663,0.16,-0.20000000000000007,0.38,0.3103448275862071,0.28,0.03703703703703698,0.08,-0.33333333333333326,,,,,,,,0.045,0.114,0.006999999999999999,0.11,0.86,0.01,0.0,0.01,0.01,0.0,0.0,0.51,0.49,0.22,0.2,0.25,0.29,0.05,0.31,0.3,0.26,0.13
0,https://www.niche.com/places-to-live/c/hardin-county-oh/,B minus,B,B,B minus,C,B minus,C,A minus,C+,B,B minus,"Hardin County is located in Ohio with a population of 31,425. In Hardin County, most residents own their homes. Residents of Hardin County tend to be conservative.",,,,,,,,0.29,0.71,,,,,,,,,,,,,,,0.13,0.1,0.16,0.1,0.11,0.12,0.12,0.16,0.06,-0.5,0.1,-0.5,0.25,-0.13793103448275856,0.48,0.7777777777777777,0.11,-0.08333333333333326,,,,,,,,0.027999999999999997,0.138,0.015,0.02,0.95,0.02,0.01,0.01,0.0,0.0,0.0,0.5,0.5,0.22,0.23,0.25,0.26,0.04,0.33,0.29,0.26,0.11
0,https://www.niche.com/places-to-live/c/dillon-county-sc/,C,C,B minus,B minus,A minus,D+,B+,A minus,C,B,B minus,"Dillon County is located in South Carolina with a population of 30,689. In Dillon County, most residents own their homes. Many families live in Dillon County and residents tend to have moderate political views.",,,,,,,,0.41,0.59,,,,,,,,,,,,,,,0.14,0.11,0.08,0.12,0.11,0.13,0.14,0.16,0.04,-0.6666666666666666,0.07,-0.6499999999999999,0.25,-0.13793103448275856,0.39,0.4444444444444444,0.25,1.0833333333333335,,,1,2,4,1,0,0.038,0.32299999999999995,0.02,0.03,0.46,0.02,0.48,0.0,0.02,0.0,0.0,0.47,0.53,0.4,0.24,0.18,0.15,0.03,0.42,0.35,0.16,0.07
0,https://www.niche.com/places-to-live/c/holmes-county-oh/,B+,B minus,B minus,B,C,A minus,C+,B+,B minus,B+,A,"Holmes County is located in Ohio with a population of 43,901. In Holmes County, most residents own their homes. Many families live in Holmes County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.17,0.15,0.1,0.13,0.11,0.11,0.11,0.13,0.03,-0.75,0.07,-0.6499999999999999,0.14,-0.5172413793103448,0.33,0.2222222222222221,0.43,2.5833333333333335,,,,,,,,0.013999999999999999,0.098,0.001,0.01,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.15,0.18,0.28,0.31,0.09,0.28,0.33,0.26,0.14
0,https://www.niche.com/places-to-live/c/warren-county-tn/,C,B minus,C+,B minus,B minus,B minus,B minus,A minus,C+,B,C+,"Warren County is located in Tennessee with a population of 40,702. In Warren County, most residents own their homes. Many families live in Warren County and residents tend to be conservative.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.12,0.12,0.08,0.12,0.13,0.13,0.13,0.17,0.05,-0.5833333333333333,0.09,-0.55,0.22,-0.2413793103448275,0.43,0.5925925925925926,0.21,0.75,,,1,3,21,4,1,0.028999999999999998,0.215,0.047,0.09,0.85,0.02,0.02,0.01,0.0,0.0,0.0,0.5,0.5,0.3,0.25,0.23,0.18,0.04,0.33,0.36,0.23,0.08
0,https://www.niche.com/places-to-live/c/murray-county-ga/,B minus,B,B minus,B minus,B,B minus,B,A minus,C+,B,C minus,"Murray County is located in Georgia with a population of 39,724. In Murray County, most residents own their homes. Many families live in Murray County and residents tend to be conservative.",,,,,,,,0.3,0.7,,,,,,,,,,,,,,,0.14,0.11,0.08,0.13,0.13,0.14,0.12,0.14,0.03,-0.75,0.07,-0.6499999999999999,0.23,-0.2068965517241378,0.37,0.37037037037037024,0.29,1.4166666666666665,,,1,1,0,0,0,0.04,0.156,0.053,0.15,0.83,0.01,0.01,0.0,0.0,0.0,0.0,0.5,0.5,0.23,0.24,0.25,0.25,0.04,0.27,0.41,0.24,0.08
0,https://www.niche.com/places-to-live/c/pike-county-ms/,C+,C,B,C+,A minus,C minus,B,B+,B minus,C,B,"Pike County is located in Mississippi with a population of 39,532. In Pike County, most residents own their homes. Many families live in Pike County and residents tend to have moderate political views.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.15,0.11,0.09,0.12,0.12,0.12,0.13,0.17,0.06,-0.5,0.1,-0.5,0.31,0.06896551724137945,0.36,0.33333333333333326,0.17,0.41666666666666674,,,0,0,4,0,3,0.024,0.326,0.004,0.02,0.43,0.0,0.54,0.0,0.01,0.0,0.0,0.47,0.53,0.41,0.24,0.19,0.13,0.03,0.39,0.34,0.19,0.08
0,https://www.niche.com/places-to-live/c/san-juan-county-ut/,C,C+,C,B minus,A,C,B,B minus,B minus,B,B+,"San Juan County is located in Utah with a population of 15,302. In San Juan County, most residents own their homes. Many families live in San Juan County and residents tend to lean conservative.",,,,,,,,0.19,0.81,,,,,,,,,,,,,,,0.17,0.14,0.1,0.12,0.11,0.11,0.11,0.14,0.07,-0.41666666666666663,0.12,-0.4,0.34,0.1724137931034484,0.32,0.18518518518518512,0.15,0.25,,,,,,,,0.051,0.24600000000000002,0.006999999999999999,0.06,0.44,0.03,0.0,0.01,0.47,0.0,0.0,0.5,0.5,0.3,0.2,0.24,0.22,0.04,0.37,0.31,0.21,0.1
0,https://www.niche.com/places-to-live/c/lucas-county-ia/,C+,B,B,C+,C,B+,C+,A minus,B,C+,B minus,"Lucas County is located in Iowa with a population of 8,583. In Lucas County, most residents own their homes. Many retirees live in Lucas County and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,,,,,,,,0.12,0.12,0.07,0.09,0.11,0.12,0.16,0.21,0.03,-0.75,0.14,-0.29999999999999993,0.34,0.1724137931034484,0.41,0.5185185185185184,0.08,-0.33333333333333326,,,,,,,,0.021,0.11900000000000001,0.016,0.02,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.21,0.19,0.24,0.28,0.08,0.28,0.27,0.31,0.15
0,https://www.niche.com/places-to-live/c/putnam-county-il/,C+,B,B+,C,C,B+,C+,A minus,B,C+,C+,"Putnam County is located in Illinois with a population of 5,721. In Putnam County, most residents own their homes. Many retirees live in Putnam County and residents tend to lean conservative.",,,,,,,,0.19,0.81,,,,,,,,,,,,,,,0.1,0.1,0.07,0.11,0.1,0.14,0.17,0.23,0.06,-0.5,0.11,-0.45000000000000007,0.38,0.3103448275862071,0.38,0.40740740740740744,0.07,-0.41666666666666663,,,,,,,,0.016,0.085,0.006,0.06,0.92,0.01,0.01,0.01,0.0,0.0,0.0,0.52,0.48,0.12,0.23,0.23,0.35,0.07,0.23,0.32,0.25,0.21
0,https://www.niche.com/places-to-live/c/fulton-county-ar/,A minus,B,C minus,C+,C,C+,B minus,A,B,C+,B,"Fulton County is located in Arkansas with a population of 12,231. In Fulton County, most residents own their homes. Many retirees live in Fulton County and residents tend to be conservative.",,,,,,,,0.2,0.8,,,,,,,,,,,,,,,0.11,0.1,0.07,0.09,0.1,0.12,0.16,0.26,0.03,-0.75,0.09,-0.55,0.38,0.3103448275862071,0.36,0.33333333333333326,0.14,0.16666666666666674,,,,,,,,0.025,0.20600000000000002,0.01,0.02,0.95,0.03,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.36,0.24,0.21,0.16,0.03,0.39,0.39,0.16,0.07
0,https://www.niche.com/places-to-live/c/assumption-parish-la/,B minus,B,B minus,C+,A minus,C+,B,A minus,C minus,C,C+,"Assumption Parish is a County in Louisiana with a population of 22,478. In Assumption Parish, most residents own their homes. Many families live in Assumption Parish and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,,,,,,,,0.1,0.12,0.09,0.12,0.11,0.14,0.15,0.17,0.04,-0.6666666666666666,0.05,-0.75,0.2,-0.31034482758620685,0.45,0.6666666666666665,0.26,1.166666666666667,,,0,1,3,1,2,0.038,0.193,0.006999999999999999,0.03,0.66,0.01,0.3,0.0,0.0,0.0,0.0,0.48,0.52,0.31,0.2,0.17,0.25,0.08,0.35,0.26,0.21,0.17
0,https://www.niche.com/places-to-live/c/forest-county-wi/,C+,C+,B,B minus,B,C+,C minus,A minus,C+,B+,B+,"Forest County is located in Wisconsin with a population of 8,995. In Forest County, most residents own their homes. Many retirees live in Forest County and residents tend to lean conservative.",,,,,,,,0.24,0.76,,,,,,,,,,,,,,,0.11,0.09,0.08,0.1,0.1,0.13,0.17,0.23,0.05,-0.5833333333333333,0.1,-0.5,0.35,0.2068965517241379,0.39,0.4444444444444444,0.11,-0.08333333333333326,,,,,,,,0.033,0.171,0.006,0.03,0.79,0.02,0.01,0.01,0.15,0.0,0.0,0.5,0.5,0.28,0.22,0.25,0.22,0.04,0.31,0.33,0.26,0.1
0,https://www.niche.com/places-to-live/c/fairfield-county-sc/,C,C+,C minus,C,A minus,B+,B+,A minus,C minus,B,C,"Fairfield County is located in South Carolina with a population of 22,565. In Fairfield County, most residents own their homes. Residents of Fairfield County tend to be liberal.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.09,0.1,0.09,0.1,0.1,0.14,0.17,0.2,0.05,-0.5833333333333333,0.12,-0.4,0.28,-0.0344827586206895,0.41,0.5185185185185184,0.14,0.16666666666666674,,,1,0,1,0,0,0.033,0.20600000000000002,0.003,0.02,0.38,0.01,0.58,0.0,0.0,0.0,0.0,0.48,0.52,0.32,0.24,0.19,0.19,0.06,0.32,0.34,0.24,0.11
0,https://www.niche.com/places-to-live/c/yavapai-county-az/,B,C minus,B,C,B minus,B minus,A minus,C minus,A minus,A minus,B,"Yavapai County is located in Arizona with a population of 228,067. In Yavapai County, most residents own their homes. Many retirees live in Yavapai County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.09,0.08,0.07,0.09,0.09,0.11,0.17,0.31,0.11,-0.08333333333333326,0.15,-0.2500000000000001,0.39,0.3448275862068968,0.26,-0.03703703703703709,0.09,-0.25,,,,,,,,0.027000000000000003,0.13,0.027000000000000003,0.15,0.8,0.02,0.01,0.01,0.01,0.0,0.0,0.49,0.51,0.22,0.21,0.26,0.24,0.07,0.28,0.33,0.24,0.14
0,https://www.niche.com/places-to-live/c/san-joaquin-county-ca/,B+,D minus,A minus,B,A+,C,A+,D minus,A minus,A,B minus,"San Joaquin County is located in California with a population of 742,603. In San Joaquin County, most residents own their homes. Many families live in San Joaquin County and residents tend to lean liberal.",,,,,,,,0.43,0.57,,,,,,,,,,,,,,,0.15,0.12,0.1,0.14,0.13,0.12,0.11,0.13,0.06,-0.5,0.13,-0.35,0.32,0.10344827586206917,0.28,0.03703703703703698,0.21,0.75,,,2,4,10,8,0,0.048,0.14400000000000002,0.11800000000000001,0.41,0.32,0.04,0.07,0.15,0.0,0.0,0.01,0.5,0.5,0.18,0.17,0.22,0.29,0.14,0.28,0.29,0.23,0.2
0,https://www.niche.com/places-to-live/c/guernsey-county-oh/,C+,B minus,B+,C+,C,B+,B,A minus,B,B,B,"Guernsey County is located in Ohio with a population of 39,111. In Guernsey County, most residents own their homes. Many families live in Guernsey County and residents tend to be conservative.",,,,,,,,0.29,0.71,,,,,,,,,,,,,,,0.12,0.11,0.08,0.12,0.11,0.13,0.15,0.19,0.06,-0.5,0.09,-0.55,0.28,-0.0344827586206895,0.43,0.5925925925925926,0.14,0.16666666666666674,,,0,1,2,0,2,0.034,0.19699999999999998,0.003,0.01,0.94,0.02,0.01,0.0,0.0,0.01,0.0,0.5,0.5,0.27,0.22,0.24,0.22,0.05,0.3,0.34,0.25,0.1
0,https://www.niche.com/places-to-live/c/morrison-county-mn/,B minus,B minus,B+,B minus,C,B minus,C minus,B+,B minus,B+,B,"Morrison County is located in Minnesota with a population of 33,064. In Morrison County, most residents own their homes. Many families live in Morrison County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.13,0.11,0.07,0.11,0.11,0.13,0.15,0.19,0.05,-0.5833333333333333,0.12,-0.4,0.35,0.2068965517241379,0.38,0.40740740740740744,0.09,-0.25,,,,,,,,0.027000000000000003,0.102,0.006,0.02,0.96,0.01,0.01,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.19,0.25,0.29,0.07,0.25,0.32,0.29,0.14
0,https://www.niche.com/places-to-live/c/kern-county-ca/,C+,D minus,B+,B minus,A,C minus,A,C minus,A minus,A minus,B,"Kern County is located in California with a population of 887,641. In Kern County, most residents own their homes. Many families live in Kern County and residents tend to lean conservative.",,,,,,,,0.42,0.58,,,,,,,,,,,,,,,0.16,0.13,0.1,0.15,0.13,0.11,0.1,0.11,0.05,-0.5833333333333333,0.11,-0.45000000000000007,0.3,0.034482758620689724,0.28,0.03703703703703698,0.26,1.166666666666667,,,3,15,26,5,1,0.06,0.20800000000000002,0.128,0.53,0.34,0.02,0.05,0.05,0.0,0.0,0.0,0.51,0.49,0.23,0.2,0.22,0.25,0.1,0.32,0.31,0.2,0.17
0,https://www.niche.com/places-to-live/c/franklin-county-id/,B,B minus,B,B minus,C+,A,C,C+,B minus,B minus,B minus,"Franklin County is located in Idaho with a population of 13,464. In Franklin County, most residents own their homes. Many families live in Franklin County and residents tend to be conservative.",,,,,,,,0.19,0.81,,,,,,,,,,,,,,,0.16,0.17,0.08,0.11,0.13,0.1,0.11,0.14,0.05,-0.5833333333333333,0.12,-0.4,0.35,0.2068965517241379,0.38,0.40740740740740744,0.1,-0.16666666666666663,,,0,1,2,0,0,0.009000000000000001,0.102,0.016,0.07,0.91,0.01,0.0,0.0,0.01,0.0,0.0,0.51,0.49,0.17,0.17,0.32,0.26,0.08,0.35,0.27,0.24,0.15
0,https://www.niche.com/places-to-live/c/fayette-county-wv/,D,C+,B,C,C+,C,unavailable,A,C+,A minus,C+,"Fayette County is located in West Virginia with a population of 43,576. In Fayette County, most residents own their homes. Many retirees live in Fayette County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.12,0.09,0.07,0.11,0.12,0.13,0.15,0.2,0.04,-0.6666666666666666,0.1,-0.5,0.24,-0.1724137931034483,0.44,0.6296296296296295,0.17,0.41666666666666674,,,1,5,10,6,0,0.037000000000000005,0.204,0.005,0.01,0.92,0.01,0.05,0.0,0.0,0.0,0.0,0.5,0.5,0.31,0.23,0.23,0.19,0.04,0.34,0.35,0.2,0.11
0,https://www.niche.com/places-to-live/c/maries-county-mo/,C+,B+,C,C+,C,B,C+,A minus,C minus,C+,C minus,"Maries County is located in Missouri with a population of 8,803. In Maries County, most residents own their homes. Many retirees live in Maries County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.11,0.09,0.07,0.1,0.11,0.14,0.16,0.21,0.05,-0.5833333333333333,0.11,-0.45000000000000007,0.31,0.06896551724137945,0.4,0.4814814814814814,0.13,0.08333333333333348,,,,,,,,0.034,0.17,0.008,0.01,0.95,0.01,0.0,0.01,0.01,0.0,0.0,0.51,0.49,0.25,0.21,0.23,0.25,0.05,0.28,0.36,0.25,0.1
0,https://www.niche.com/places-to-live/c/aroostook-county-me/,B minus,C+,B minus,C+,C,B minus,D,B+,B minus,B,B+,"Aroostook County is located in Maine with a population of 67,809. In Aroostook County, most residents own their homes. Many retirees live in Aroostook County and residents tend to lean conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.1,0.09,0.07,0.1,0.1,0.14,0.17,0.23,0.06,-0.5,0.13,-0.35,0.32,0.10344827586206917,0.37,0.37037037037037024,0.11,-0.08333333333333326,,,0,0,1,0,0,0.027999999999999997,0.16,0.013999999999999999,0.01,0.94,0.01,0.01,0.0,0.02,0.0,0.0,0.49,0.51,0.31,0.22,0.22,0.2,0.05,0.35,0.32,0.23,0.1
0,https://www.niche.com/places-to-live/c/clatsop-county-or/,B minus,D,A minus,C+,B minus,C+,B,C minus,A minus,A,A,"Clatsop County is located in Oregon with a population of 39,102. In Clatsop County, most residents own their homes. Many young professionals and retirees live in Clatsop County and residents tend to lean liberal.",,,,,,,,0.38,0.62,,,,,,,,,,,,,,,0.1,0.09,0.08,0.12,0.12,0.12,0.16,0.21,0.09,-0.25,0.15,-0.2500000000000001,0.41,0.4137931034482758,0.27,0.0,0.08,-0.33333333333333326,,,0,0,0,1,0,0.031,0.1,0.024,0.09,0.86,0.03,0.01,0.01,0.0,0.0,0.0,0.5,0.5,0.18,0.21,0.25,0.29,0.07,0.28,0.32,0.23,0.17
0,https://www.niche.com/places-to-live/c/white-pine-county-nv/,C minus,B minus,B,C,B+,B+,C,B minus,C+,B minus,A,"White Pine County is located in Nevada with a population of 9,679. In White Pine County, most residents own their homes. Residents of White Pine County tend to be conservative.",,,,,,,,0.24,0.76,,,,,,,,,,,,,,,0.1,0.11,0.06,0.14,0.15,0.12,0.14,0.17,0.03,-0.75,0.1,-0.5,0.33,0.13793103448275867,0.42,0.5555555555555554,0.12,0.0,,,,,,,,0.02,0.13699999999999998,0.03,0.16,0.72,0.01,0.06,0.01,0.05,0.0,0.0,0.59,0.41,0.21,0.14,0.29,0.29,0.08,0.3,0.25,0.24,0.21
0,https://www.niche.com/places-to-live/c/benton-county-tn/,B minus,B minus,B minus,C,C,B minus,B minus,A minus,B minus,C+,B minus,"Benton County is located in Tennessee with a population of 16,140. In Benton County, most residents own their homes. Many retirees live in Benton County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.09,0.1,0.07,0.09,0.11,0.14,0.15,0.24,0.04,-0.6666666666666666,0.08,-0.6000000000000001,0.24,-0.1724137931034483,0.46,0.7037037037037037,0.18,0.5,,,1,10,12,2,3,0.033,0.18899999999999997,0.003,0.02,0.93,0.01,0.03,0.0,0.0,0.0,0.0,0.49,0.51,0.36,0.23,0.22,0.14,0.05,0.35,0.36,0.19,0.1
0,https://www.niche.com/places-to-live/c/conecuh-county-al/,D minus,B minus,C minus,C minus,A minus,B,B+,A,C minus,C+,B minus,"Conecuh County is located in Alabama with a population of 12,394. In Conecuh County, most residents own their homes. Many retirees live in Conecuh County and residents tend to have moderate political views.",,,,,,,,0.24,0.76,,,,,,,,,,,,,,,0.12,0.09,0.08,0.11,0.11,0.12,0.15,0.22,0.05,-0.5833333333333333,0.08,-0.6000000000000001,0.2,-0.31034482758620685,0.51,0.8888888888888888,0.16,0.3333333333333335,,,0,1,1,0,0,0.043,0.17600000000000002,0.002,0.01,0.5,0.01,0.48,0.0,0.0,0.0,0.0,0.49,0.51,0.32,0.27,0.23,0.17,0.02,0.38,0.35,0.21,0.06
