,Link,Overall Grade,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,Summary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Assault vs. National,Murder,Murder vs. National,Rape,Rape vs. National,Robbery,Robbery vs. National,Burglary,Burglary vs. National,Theft,Theft vs. National,Motor Vehicle Theft,Motor Vehicle Theft vs. National,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,White,Hispanic,African American,Two or more races,Asian,American Indian or Alaska native,Other race,Hawaiian or other Pacific Islander,Male,Female,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+
0,https://www.niche.com/places-to-live/c/oswego-county-ny/,C+,C+,C,A minus,B minus,C+,B minus,D+,B,B,B+,B,"Oswego County is located in New York with a population of 118,339. In Oswego County, most residents own their homes. Residents of Oswego County tend to lean conservative.",118339,104600,777,55967,-0.519080459770115,-0.268361581920904,-0.10941552758461559,0.26,0.74,118.6,-0.5804740007074638,0,-1.0,21.3,-0.4766584766584767,30.4,-0.7756457564575646,453.1,-0.09398120375924812,1824.7,-0.10676522420207557,51.7,-0.8179577464788732,0.11,0.1,0.11,0.12,0.11,0.14,0.15,0.16,0.08,-0.33333333333333326,0.11,-0.45000000000000007,0.32,0.10344827586206917,0.37,0.37037037037037024,0.12,0.0,3.67,12,1,7,3,1,0,0.04,0.168,0.008,0.94,0.03,0.01,0.02,0.01,0.0,0.0,0.0,0.5,0.5,0.2,0.19,0.24,0.29,0.07,0.29,0.31,0.25,0.15
0,https://www.niche.com/places-to-live/c/hampton-county-sc/,C+,C minus,B minus,C,C,A minus,C minus,B+,A,C minus,C+,C,"Hampton County is located in South Carolina with a population of 19,564. In Hampton County, most residents own their homes. Residents of Hampton County tend to lean liberal.",19564,72300,607,33429,-0.6675862068965517,-0.428436911487759,-0.4680553124453002,0.24,0.76,1423.4,4.035019455252919,52.1,7.540983606557377,52.1,0.2800982800982801,312.4,1.3055350553505534,1267.1,1.53369326134773,3419.5,0.6739279420403368,381.9,0.34471830985915486,0.12,0.1,0.08,0.13,0.13,0.13,0.14,0.18,0.03,-0.75,0.09,-0.55,0.27,-0.06896551724137923,0.43,0.5925925925925926,0.19,0.5833333333333335,2.33,3,0,0,1,2,0,0.057,0.204,0.02,0.41,0.04,0.53,0.01,0.0,0.0,0.01,0.0,0.52,0.48,0.33,0.33,0.19,0.14,0.02,0.34,0.43,0.17,0.06
0,https://www.niche.com/places-to-live/c/wilkes-county-nc/,B,B+,B,B minus,B+,B minus,C+,B,A minus,C+,A minus,C+,"Wilkes County is located in North Carolina with a population of 68,469. In Wilkes County, most residents own their homes. Many retirees live in Wilkes County and residents tend to be conservative.",68469,126300,632,44107,-0.4193103448275862,-0.4048964218455744,-0.2981398087296915,0.24,0.76,257,-0.09090909090909083,0,-1.0,56.2,0.3808353808353808,51.4,-0.6206642066420665,141.4,-0.717256548690262,5409.9,1.6482768748776189,154.2,-0.4570422535211268,0.11,0.1,0.07,0.11,0.11,0.14,0.15,0.21,0.04,-0.6666666666666666,0.11,-0.45000000000000007,0.33,0.13793103448275867,0.32,0.18518518518518512,0.2,0.6666666666666667,4.18,11,6,2,2,1,0,0.031,0.177,0.027999999999999997,0.87,0.07,0.04,0.01,0.01,0.0,0.0,0.0,0.49,0.51,0.3,0.21,0.24,0.2,0.05,0.3,0.36,0.24,0.1
0,https://www.niche.com/places-to-live/c/miller-county-mo/,B,B+,B+,B+,B+,C,B minus,B minus,A minus,B minus,A minus,C,"Miller County is located in Missouri with a population of 25,201. In Miller County, most residents own their homes. Many families live in Miller County and residents tend to be conservative.",25201,136800,677,47171,-0.3710344827586207,-0.3625235404896422,-0.24938338398867022,0.26,0.74,92.7,-0.6720905553590378,46.3,6.590163934426229,15.4,-0.6216216216216217,15.4,-0.8863468634686347,386.1,-0.22795440911817633,2409.3,0.1794106128842765,92.7,-0.6735915492957747,0.13,0.1,0.08,0.12,0.11,0.13,0.14,0.19,0.07,-0.41666666666666663,0.13,-0.35,0.27,-0.06896551724137923,0.41,0.5185185185185184,0.13,0.08333333333333348,,,,,,,,0.03,0.168,0.008,0.95,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.49,0.51,0.25,0.24,0.24,0.21,0.06,0.28,0.36,0.26,0.1
0,https://www.niche.com/places-to-live/c/drew-county-ar/,B,C minus,B,C+,B minus,A minus,B,B,A,C,C+,B,"Drew County is located in Arkansas with a population of 18,417. In Drew County, most residents own their homes. Many young professionals live in Drew County and residents tend to be conservative.",18417,99800,658,46997,-0.5411494252873563,-0.3804143126177024,-0.2521521887879318,0.32,0.68,184.1,-0.34877962504421645,10.2,0.6721311475409837,71.6,0.7592137592137589,112.5,-0.1697416974169742,777.5,0.5546890621875624,2087,0.021636968866262096,184.1,-0.3517605633802817,0.11,0.11,0.15,0.12,0.11,0.11,0.13,0.17,0.07,-0.41666666666666663,0.15,-0.2500000000000001,0.29,0.0,0.35,0.29629629629629606,0.13,0.08333333333333348,,,,,,,,0.022000000000000002,0.184,0.008,0.66,0.03,0.29,0.01,0.0,0.0,0.0,0.0,0.49,0.51,0.31,0.18,0.19,0.27,0.05,0.34,0.3,0.23,0.14
0,https://www.niche.com/places-to-live/c/yellowstone-county-mt/,B,B,C+,A minus,B,B minus,B,B minus,C minus,A minus,B+,A minus,"Yellowstone County is located in Montana with a population of 159,008. In Yellowstone County, most residents own their homes. Many families and young professionals live in Yellowstone County and residents tend to be conservative.",159008,226000,892,61264,0.03908045977011487,-0.160075329566855,-0.025126107919736462,0.32,0.68,335.9,0.18818535550053062,1.7,-0.721311475409836,65.1,0.5995085995085994,74.4,-0.45092250922509225,672.6,0.34493101379724056,3890.7,0.9045917368317995,730.1,1.570774647887324,0.13,0.11,0.08,0.14,0.13,0.12,0.13,0.17,0.1,-0.16666666666666663,0.22,0.09999999999999987,0.32,0.10344827586206917,0.3,0.11111111111111094,0.06,-0.5,3.2,5,0,3,1,0,1,0.022000000000000002,0.09699999999999999,0.009000000000000001,0.86,0.06,0.0,0.03,0.01,0.04,0.0,0.0,0.49,0.51,0.18,0.18,0.24,0.28,0.11,0.24,0.29,0.28,0.19
0,https://www.niche.com/places-to-live/c/iron-county-ut/,B,B+,C+,B,B+,B minus,B+,C+,C,A,B+,B+,"Iron County is located in Utah with a population of 51,213. In Iron County, most residents own their homes. Many families and young professionals live in Iron County and residents tend to be conservative.",51213,213600,813,51807,-0.017931034482758568,-0.2344632768361582,-0.17561224002673326,0.36,0.64,218.7,-0.22638839759462326,0,-1.0,23.4,-0.4250614250614252,13,-0.9040590405904059,328.1,-0.34393121375724856,1421.7,-0.3040434697474055,112,-0.6056338028169015,0.17,0.12,0.15,0.13,0.11,0.09,0.1,0.13,0.1,-0.16666666666666663,0.2,0.0,0.4,0.3793103448275863,0.24,-0.11111111111111116,0.07,-0.41666666666666663,3,2,1,0,0,0,1,0.027999999999999997,0.17,0.024,0.86,0.09,0.01,0.02,0.01,0.02,0.0,0.0,0.5,0.5,0.22,0.23,0.23,0.26,0.06,0.36,0.29,0.23,0.13
0,https://www.niche.com/places-to-live/c/sac-county-ia/,B,C+,A minus,B,B minus,C,B+,C+,A,B,C,B+,"Sac County is located in Iowa with a population of 9,802. In Sac County, most residents own their homes. Many retirees live in Sac County and residents tend to be conservative.",9802,95800,625,58232,-0.5595402298850575,-0.41148775894538603,-0.07337332718043377,0.21,0.79,0,-1.0,0,-1.0,143.8,2.5331695331695334,0,-1.0,287.6,-0.4249150169966006,862.9,-0.5775895829253965,47.9,-0.8313380281690141,0.12,0.11,0.07,0.1,0.1,0.12,0.16,0.23,0.06,-0.5,0.14,-0.29999999999999993,0.36,0.24137931034482762,0.37,0.37037037037037024,0.07,-0.41666666666666663,,,,,,,,0.017,0.09699999999999999,0.009000000000000001,0.95,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.49,0.51,0.19,0.19,0.26,0.28,0.08,0.24,0.31,0.3,0.15
0,https://www.niche.com/places-to-live/c/labette-county-ks/,B,B+,B,C+,B+,B minus,B minus,B minus,A minus,C,B minus,A,"Labette County is located in Kansas with a population of 20,119. In Labette County, most residents own their homes. Many young professionals live in Labette County and residents tend to be conservative.",20119,76400,633,47643,-0.6487356321839081,-0.403954802259887,-0.24187260315389147,0.3,0.7,508.7,0.7994340290060136,7.9,0.29508196721311486,95.4,1.343980343980344,39.7,-0.7070110701107011,930,0.8596280743851228,2647.1,0.2958194634814959,174.9,-0.3841549295774648,0.13,0.11,0.07,0.12,0.11,0.13,0.15,0.18,0.06,-0.5,0.12,-0.4,0.39,0.3448275862068968,0.32,0.18518518518518512,0.1,-0.16666666666666663,,,,,,,,0.021,0.183,0.002,0.85,0.05,0.05,0.04,0.0,0.01,0.0,0.0,0.49,0.51,0.26,0.22,0.26,0.21,0.04,0.28,0.37,0.25,0.1
0,https://www.niche.com/places-to-live/c/iowa-county-ia/,B,A minus,A minus,B+,B,C,B+,C+,A minus,B minus,C+,B minus,"Iowa County is located in Iowa with a population of 16,189. In Iowa County, most residents own their homes. Many young professionals and retirees live in Iowa County and residents tend to be conservative.",16189,152500,580,61443,-0.29885057471264365,-0.45386064030131823,-0.022277739764174243,0.2,0.8,93.8,-0.6681995047753803,31.3,4.131147540983607,0,-1.0,0,-1.0,281.5,-0.43711257748450316,281.5,-0.8621989426277659,93.8,-0.6697183098591549,0.12,0.11,0.07,0.11,0.12,0.13,0.15,0.18,0.04,-0.6666666666666666,0.14,-0.29999999999999993,0.38,0.3103448275862071,0.37,0.37037037037037024,0.06,-0.5,4.5,2,1,1,0,0,0,0.02,0.087,0.005,0.95,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.5,0.5,0.17,0.17,0.27,0.3,0.09,0.23,0.29,0.31,0.17
0,https://www.niche.com/places-to-live/c/henry-county-tn/,B,B,B,B,B,B minus,C+,B,A minus,C+,B,B,"Henry County is located in Tennessee with a population of 32,284. In Henry County, most residents own their homes. Many retirees live in Henry County and residents tend to be conservative.",32284,103300,643,40502,-0.5250574712643679,-0.3945386064030132,-0.35550498862244007,0.24,0.76,353.1,0.24902723735408583,26.5,3.3442622950819674,17.7,-0.5651105651105652,70.6,-0.47896678966789674,715,0.42971405718856226,2710.1,0.32665948697865677,247.2,-0.12957746478873244,0.11,0.1,0.07,0.1,0.11,0.13,0.15,0.23,0.07,-0.41666666666666663,0.09,-0.55,0.24,-0.1724137931034483,0.46,0.7037037037037037,0.14,0.16666666666666674,3.17,36,2,10,19,2,3,0.024,0.201,0.004,0.87,0.03,0.08,0.01,0.0,0.0,0.0,0.0,0.48,0.52,0.32,0.23,0.21,0.18,0.05,0.31,0.37,0.21,0.11
0,https://www.niche.com/places-to-live/c/osage-county-ok/,B,C+,B,B minus,B minus,A,B minus,B,A minus,B minus,C+,C+,"Osage County is located in Oklahoma with a population of 47,226. In Osage County, most residents own their homes. Many retirees live in Osage County and residents tend to be conservative.",47226,118600,715,49103,-0.4547126436781609,-0.3267419962335216,-0.21864010311410975,0.22,0.78,302.5,0.07003891050583655,0,-1.0,70.6,0.7346437346437344,0,-1.0,615,0.22975404919016196,937.7,-0.5409731740747993,161.3,-0.4320422535211267,0.11,0.11,0.08,0.11,0.12,0.13,0.15,0.19,0.05,-0.5833333333333333,0.13,-0.35,0.32,0.10344827586206917,0.38,0.40740740740740744,0.12,0.0,3,2,0,0,2,0,0,0.033,0.157,0.004,0.63,0.04,0.11,0.09,0.0,0.12,0.0,0.0,0.5,0.5,0.25,0.21,0.24,0.24,0.06,0.28,0.32,0.25,0.15
0,https://www.niche.com/places-to-live/c/union-county-il/,B,B minus,B+,B,B minus,C+,B,A minus,A minus,B minus,B minus,B minus,"Union County is located in Illinois with a population of 16,968. In Union County, most residents own their homes. Many families, young professionals, and retirees live in Union County and residents tend to be conservative.",16968,109900,612,50625,-0.4947126436781609,-0.423728813559322,-0.19442101745620033,0.23,0.77,225.3,-0.2030420940926777,0,-1.0,42.2,0.03685503685503688,0,-1.0,338,-0.32413517296540695,1661.7,-0.18655766594869783,56.3,-0.8017605633802817,0.11,0.1,0.07,0.12,0.12,0.13,0.15,0.2,0.07,-0.41666666666666663,0.15,-0.2500000000000001,0.31,0.06896551724137945,0.35,0.29629629629629606,0.12,0.0,3,3,0,1,1,1,0,0.035,0.18,0.015,0.91,0.05,0.02,0.01,0.0,0.0,0.0,0.0,0.5,0.5,0.25,0.19,0.25,0.25,0.05,0.28,0.31,0.28,0.13
0,https://www.niche.com/places-to-live/c/attala-county-ms/,B,B,B+,C,B,A minus,C minus,B,A,B minus,C+,C+,"Attala County is located in Mississippi with a population of 18,437. In Attala County, most residents own their homes. Many retirees live in Attala County and residents tend to lean conservative.",18437,80700,510,33767,-0.6289655172413793,-0.519774011299435,-0.46267682955937817,0.28,0.72,,,,,,,,,,,,,,,0.13,0.13,0.08,0.11,0.11,0.13,0.13,0.19,0.05,-0.5833333333333333,0.09,-0.55,0.31,0.06896551724137945,0.32,0.18518518518518512,0.22,0.8333333333333335,3.63,8,1,5,0,2,0,0.054000000000000006,0.265,0.004,0.54,0.02,0.42,0.02,0.0,0.0,0.0,0.0,0.47,0.53,0.34,0.26,0.17,0.2,0.04,0.41,0.32,0.17,0.1
0,https://www.niche.com/places-to-live/c/franklin-county-tx/,B,B+,B,C,B,B,C+,B,B+,C minus,C,C+,"Franklin County is located in Texas with a population of 10,716. In Franklin County, most residents own their homes. Many retirees live in Franklin County and residents tend to be conservative.",10716,126200,815,53783,-0.4197701149425287,-0.2325800376647834,-0.1441688016167274,0.21,0.79,,,,,,,,,,,,,,,0.12,0.12,0.08,0.1,0.1,0.12,0.14,0.22,0.07,-0.41666666666666663,0.19,-0.050000000000000044,0.37,0.27586206896551735,0.28,0.03703703703703698,0.09,-0.25,,,,,,,,0.039,0.08900000000000001,0.043,0.79,0.14,0.04,0.02,0.0,0.0,0.0,0.0,0.49,0.51,0.18,0.23,0.23,0.27,0.09,0.23,0.36,0.26,0.14
0,https://www.niche.com/places-to-live/c/red-willow-county-ne/,B,B minus,B+,B,B minus,C+,B minus,unavailable,A minus,B,C,A minus,"Red Willow County is located in Nebraska with a population of 10,768. In Red Willow County, most residents own their homes. Many retirees live in Red Willow County and residents tend to be conservative.",10768,109000,623,48808,-0.4988505747126437,-0.4133709981167608,-0.2233343411358465,0.27,0.73,80,-0.7170145030067209,0,-1.0,13.3,-0.6732186732186732,13.3,-0.9018450184501845,333.4,-0.33333333333333337,2013.9,-0.014147248874094354,40,-0.8591549295774648,0.11,0.12,0.09,0.11,0.12,0.11,0.15,0.2,0.07,-0.41666666666666663,0.12,-0.4,0.41,0.4137931034482758,0.33,0.2222222222222221,0.07,-0.41666666666666663,,,,,,,,0.021,0.115,0.006,0.92,0.05,0.01,0.02,0.0,0.0,0.0,0.0,0.5,0.5,0.24,0.24,0.24,0.21,0.08,0.32,0.3,0.26,0.12
0,https://www.niche.com/places-to-live/c/pittsylvania-county-va/,B,B+,B+,C,B,B+,C+,A minus,A minus,C+,C+,C+,"Pittsylvania County is located in Virginia with a population of 61,256. In Pittsylvania County, most residents own their homes. Many retirees live in Pittsylvania County and residents tend to be conservative.",61256,123900,725,47690,-0.43034482758620685,-0.3173258003766478,-0.24112470760466564,0.25,0.75,0,-1.0,0,-1.0,0,-1.0,0,-1.0,126.1,-0.7478504299140172,378.4,-0.8147640493440376,25.2,-0.9112676056338028,0.1,0.09,0.07,0.1,0.11,0.15,0.16,0.22,0.05,-0.5833333333333333,0.1,-0.5,0.33,0.13793103448275867,0.35,0.29629629629629606,0.17,0.41666666666666674,3.18,67,1,17,42,7,0,0.034,0.159,0.011000000000000001,0.74,0.03,0.2,0.03,0.0,0.0,0.0,0.0,0.49,0.51,0.25,0.22,0.25,0.23,0.05,0.3,0.35,0.24,0.11
0,https://www.niche.com/places-to-live/c/cassia-county-id/,B,B minus,B minus,B,B,B+,A minus,B+,C+,B+,B,A minus,"Cassia County is located in Idaho with a population of 23,690. In Cassia County, most residents own their homes. Many families live in Cassia County and residents tend to be conservative.",23690,162100,647,52935,-0.25471264367816093,-0.3907721280602636,-0.1576627468453129,0.3,0.7,,,,,,,,,,,,,,,0.17,0.15,0.09,0.12,0.12,0.1,0.11,0.14,0.05,-0.5833333333333333,0.14,-0.29999999999999993,0.35,0.2068965517241379,0.3,0.11111111111111094,0.16,0.3333333333333335,,,,,,,,0.018000000000000002,0.14,0.08,0.7,0.27,0.0,0.01,0.01,0.01,0.0,0.0,0.51,0.49,0.2,0.2,0.31,0.23,0.06,0.31,0.31,0.27,0.1
0,https://www.niche.com/places-to-live/c/russell-county-al/,B,C+,C+,B,B,A,C+,B+,B+,B minus,B,C,"Russell County is located in Alabama with a population of 57,952. In Russell County, most residents own their homes. Many families live in Russell County and residents tend to have moderate political views.",57952,122000,803,42443,-0.4390804597701149,-0.243879472693032,-0.3246184937065385,0.4,0.6,322.4,0.14043155288291476,23.8,2.9016393442622954,124.2,2.0515970515970516,192.9,0.42361623616236166,967.2,0.9340131973605279,2507.9,0.22767769727824572,457.2,0.6098591549295773,0.15,0.1,0.08,0.15,0.13,0.13,0.13,0.14,0.06,-0.5,0.11,-0.45000000000000007,0.35,0.2068965517241379,0.31,0.14814814814814814,0.16,0.3333333333333335,4,1,0,1,0,0,0,0.037000000000000005,0.203,0.021,0.46,0.05,0.43,0.03,0.01,0.0,0.01,0.0,0.48,0.52,0.32,0.2,0.23,0.18,0.07,0.32,0.32,0.23,0.13
0,https://www.niche.com/places-to-live/c/windsor-county-vt/,B,B,C,B+,B+,C,C,D+,C,A,A,B+,"Windsor County is located in Vermont with a population of 55,275. In Windsor County, most residents own their homes. Many retirees live in Windsor County and residents tend to be liberal.",55275,224500,935,60987,0.03218390804597693,-0.11958568738229758,-0.029533917858791003,0.26,0.74,107.2,-0.620799434029006,3.1,-0.4918032786885246,49,0.20393120393120379,24.5,-0.8191881918819188,254.2,-0.49170165966806645,875.8,-0.571274720971216,30.6,-0.8922535211267606,0.09,0.09,0.07,0.11,0.11,0.14,0.17,0.23,0.17,0.41666666666666674,0.21,0.04999999999999982,0.26,-0.10344827586206884,0.29,0.07407407407407396,0.07,-0.41666666666666663,4.5,2,1,1,0,0,0,0.024,0.09,0.018000000000000002,0.95,0.02,0.01,0.02,0.01,0.0,0.0,0.0,0.49,0.51,0.19,0.18,0.23,0.29,0.11,0.23,0.31,0.27,0.19
0,https://www.niche.com/places-to-live/c/wilcox-county-ga/,B,B,B,C,B minus,A minus,B+,A minus,A,C,C+,C,"Wilcox County is located in Georgia with a population of 8,824. In Wilcox County, most residents own their homes. Residents of Wilcox County tend to be conservative.",8824,61800,513,36964,-0.7158620689655173,-0.5169491525423728,-0.4118040195407603,0.24,0.76,104.2,-0.6314113901662539,0,-1.0,0,-1.0,52.1,-0.6154981549815498,417,-0.16616676664667074,547.3,-0.7320834149206972,0,-1.0,0.11,0.08,0.09,0.14,0.15,0.13,0.13,0.17,0.06,-0.5,0.06,-0.7,0.24,-0.1724137931034483,0.46,0.7037037037037037,0.18,0.5,,,,,,,,0.036000000000000004,0.242,0.03,0.59,0.05,0.35,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.35,0.22,0.16,0.24,0.03,0.36,0.32,0.23,0.09
0,https://www.niche.com/places-to-live/c/antrim-county-mi/,B,B minus,B,B+,B,C,B+,C minus,B+,C+,A minus,B minus,"Antrim County is located in Michigan with a population of 23,206. In Antrim County, most residents own their homes. Many retirees live in Antrim County and residents tend to be conservative.",23206,160500,752,56165,-0.26206896551724135,-0.29190207156308856,-0.10626481867511095,0.13,0.87,0,-1.0,0,-1.0,20.2,-0.5036855036855037,0,-1.0,121,-0.7580483903219356,846.9,-0.5854219698453104,0,-1.0,0.09,0.09,0.06,0.09,0.09,0.13,0.18,0.27,0.11,-0.08333333333333326,0.18,-0.10000000000000009,0.31,0.06896551724137945,0.32,0.18518518518518512,0.08,-0.33333333333333326,,,,,,,,0.021,0.109,0.008,0.95,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.5,0.5,0.19,0.2,0.27,0.26,0.08,0.28,0.33,0.25,0.14
0,https://www.niche.com/places-to-live/c/socorro-county-nm/,B,C minus,B,B minus,C+,A,B,A minus,B minus,C+,B,A,"Socorro County is located in New Mexico with a population of 16,858. In Socorro County, most residents own their homes. Residents of Socorro County tend to lean liberal.",16858,124100,715,42083,-0.4294252873563218,-0.3267419962335216,-0.3303470553601833,0.27,0.73,995.9,2.5228157056950833,0,-1.0,21.2,-0.47911547911547914,42.4,-0.6870848708487085,1091.2,1.1819636072785444,3570.3,0.7477481887605248,243.7,-0.1419014084507043,0.12,0.11,0.12,0.11,0.1,0.12,0.14,0.19,0.1,-0.16666666666666663,0.12,-0.4,0.22,-0.2413793103448275,0.37,0.37037037037037024,0.18,0.5,4,1,0,1,0,0,0,0.021,0.295,0.042,0.34,0.5,0.01,0.02,0.03,0.1,0.0,0.0,0.52,0.48,0.31,0.23,0.19,0.22,0.05,0.47,0.23,0.2,0.09
0,https://www.niche.com/places-to-live/c/pulaski-county-va/,B,B minus,B,C+,B minus,C+,B,B,A minus,B,B+,B minus,"Pulaski County is located in Virginia with a population of 34,182. In Pulaski County, most residents own their homes. Many retirees live in Pulaski County and residents tend to be conservative.",34182,149500,711,53866,-0.31264367816091954,-0.3305084745762712,-0.14284804990213706,0.29,0.71,95.6,-0.6618323310930314,8.7,0.42622950819672134,121.6,1.9877149877149876,8.7,-0.9357933579335793,477.9,-0.04439112177564497,1807.3,-0.11528294497748193,139,-0.5105633802816901,0.09,0.09,0.07,0.11,0.11,0.15,0.15,0.23,0.08,-0.33333333333333326,0.12,-0.4,0.34,0.1724137931034484,0.33,0.2222222222222221,0.13,0.08333333333333348,3.35,17,0,8,7,2,0,0.035,0.146,0.008,0.91,0.02,0.04,0.02,0.01,0.0,0.0,0.0,0.5,0.5,0.23,0.17,0.29,0.25,0.06,0.28,0.32,0.27,0.13
0,https://www.niche.com/places-to-live/c/miller-county-ar/,B,C+,B minus,B,B,A minus,B minus,B,A minus,C+,B minus,B+,"Miller County is located in Arkansas with a population of 43,572. In Miller County, most residents own their homes. Many families live in Miller County and residents tend to be conservative.",43572,109100,737,43371,-0.49839080459770113,-0.3060263653483992,-0.309851534777143,0.35,0.65,600,1.1223912274495933,6.6,0.08196721311475419,39.6,-0.027027027027027084,145.1,0.0708487084870848,946.1,0.8918216356728654,3257.1,0.5944292148032113,263.7,-0.07147887323943669,0.13,0.11,0.08,0.13,0.12,0.13,0.13,0.16,0.05,-0.5833333333333333,0.12,-0.4,0.34,0.1724137931034484,0.35,0.29629629629629606,0.14,0.16666666666666674,,,,,,,,0.04,0.198,0.012,0.68,0.03,0.25,0.02,0.0,0.01,0.0,0.0,0.49,0.51,0.31,0.2,0.2,0.23,0.06,0.33,0.3,0.24,0.13
0,https://www.niche.com/places-to-live/c/pierce-county-ga/,B,A+,A minus,C,B+,B minus,B minus,B+,A minus,C+,C,C+,"Pierce County is located in Georgia with a population of 19,250. In Pierce County, most residents own their homes. Many families live in Pierce County and residents tend to be conservative.",19250,104400,669,42804,-0.52,-0.3700564971751412,-0.3188740193816336,0.23,0.77,776.6,1.7470817120622568,22.8,2.737704918032787,0,-1.0,91.4,-0.32546125461254605,639.6,0.27894421115776846,4020.1,0.9679361660466026,137,-0.5176056338028169,0.14,0.11,0.08,0.11,0.13,0.15,0.12,0.17,0.06,-0.5,0.07,-0.6499999999999999,0.28,-0.0344827586206895,0.43,0.5925925925925926,0.17,0.41666666666666674,,,,,,,,0.035,0.218,0.019,0.84,0.05,0.09,0.01,0.0,0.0,0.0,0.0,0.5,0.5,0.31,0.21,0.24,0.2,0.05,0.34,0.36,0.2,0.1
