"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","HBIPS-2 Measure Description","HBIPS-2 Overall Rate Per 1000","HBIPS-2 Overall Num","HBIPS-2 Overall Den","HBIPS-2 Overall Footnote","HBIPS-3 Measure Description","HBIPS-3 Overall Rate Per 1000","HBIPS-3 Overall Num","HBIPS-3 Overall Den","HBIPS-3 Overall Footnote","HBIPS-5 Measure Description","HBIPS-5 %","HBIPS-5 Denominator","HBIPS-5 Footnote","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-2/-2a Measure_Desc","TOB-2 %","TOB-2 Denominator","TOB-2 Footnote","TOB-2a %","TOB-2a Denominator","TOB-2a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","TR-2 Measure Description","TR-2 %","TR-2 Denominator","TR-2 Footnote","Start Date","End Date","FUH Measure Description","FUH-30 %","FUH-30 Denominator","FUH-30 Footnote","FUH-7 %","FUH-7 Denominator","FUH-7 Footnote","FUH Measure Start Date","FUH Measure End Date","MedCoPsy Measure Desc","MedCoPsy %","MedCoPsy Denominator","MedCoPsy Footnote","MedCoPsy Measure Start Date","MedCoPsy Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date"
410004,ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVENUE,PROVIDENCE,RI,02908,Providence,Hours of physical-restraint use,0.00,0,3694,,Hours of seclusion use,0.00,0,3694,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),49,191,,Alcohol use brief intervention provided or offered,100,12,,100,12,,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,100,24,,58,24,,Tobacco use treatment provided or offered at discharge,56,18,,22,18,,Transition record with specified elements received by discharged patients (TR1),85,364,,Timely transmission of transition record (TR2),84,364,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,38.5,13,,30.8,13,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,236,21.4,16.9,26.5,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),98,163,,10/01/2019,03/31/2020
410005,OUR LADY OF FATIMA HOSPITAL,200 HIGH SERVICE AVENUE,NORTH PROVIDENCE,RI,02904,Providence,Hours of physical-restraint use,0.00,0,24712,,Hours of seclusion use,0.00,0,24712,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),96,366,,Alcohol use brief intervention provided or offered,100,183,,98,183,,Alcohol and other drug use disorder treatment provided or offered at discharge,47,270,,37,270,,Tobacco use treatment provided or offered,100,251,,49,251,,Tobacco use treatment provided or offered at discharge,41,222,,11,222,,Transition record with specified elements received by discharged patients (TR1),28,624,,Timely transmission of transition record (TR2),28,624,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,61.6,112,,34.8,112,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,73.9,241,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse than the National Rate,659,25.5,22.5,28.6,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),93,306,,10/01/2019,03/31/2020
410006,NEWPORT HOSPITAL,11 FRIENDSHIP STREET,NEWPORT,RI,02840,Newport,Hours of physical-restraint use,0.11,12.01,4403,,Hours of seclusion use,0.07,6.89,4403,,Patients discharged on multiple antipsychotic medications with appropriate justification,89.00,35,,Screening for metabolic disorders (SMD),98,345,,Alcohol use brief intervention provided or offered,94,54,,94,54,,Alcohol and other drug use disorder treatment provided or offered at discharge,63,235,,57,235,,Tobacco use treatment provided or offered,100,176,,74,176,,Tobacco use treatment provided or offered at discharge,71,175,,5,175,,Transition record with specified elements received by discharged patients (TR1),100,879,,Timely transmission of transition record (TR2),100,879,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,50,58,,34.5,58,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,83.3,138,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,190,22,17.8,26.4,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),96,389,,10/01/2019,03/31/2020
410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,RI,02902,Providence,Hours of physical-restraint use,2.04,706.23,14452,,Hours of seclusion use,1.81,626.3,14452,,Patients discharged on multiple antipsychotic medications with appropriate justification,71.00,14,,Screening for metabolic disorders (SMD),93,373,,Alcohol use brief intervention provided or offered,100,12,,100,12,,Alcohol and other drug use disorder treatment provided or offered at discharge,92,51,,92,51,,Tobacco use treatment provided or offered,80,46,,63,46,,Tobacco use treatment provided or offered at discharge,14,44,,2,44,,Transition record with specified elements received by discharged patients (TR1),98,626,,Timely transmission of transition record (TR2),98,626,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,51,157,,33.8,157,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,71.9,338,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse than the National Rate,530,26.9,23.7,30.3,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),90,310,,10/01/2019,03/31/2020
410011,LANDMARK MEDICAL CENTER,115 CASS AVENUE,WOONSOCKET,RI,02895,Providence,Hours of physical-restraint use,0.00,0,3956,,Hours of seclusion use,0.00,0,3956,,Patients discharged on multiple antipsychotic medications with appropriate justification,83.00,36,,Screening for metabolic disorders (SMD),98,433,,Alcohol use brief intervention provided or offered,100,46,,100,46,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,115,,100,115,,Tobacco use treatment provided or offered,99,106,,99,106,,Tobacco use treatment provided or offered at discharge,99,100,,98,100,,Transition record with specified elements received by discharged patients (TR1),100,686,,Timely transmission of transition record (TR2),94,686,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,54.5,55,,34.5,55,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,71.4,105,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,146,22.2,18.2,27.0,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),77,314,,10/01/2019,03/31/2020
414000,BUTLER HOSPITAL,345 BLACKSTONE BLVD,PROVIDENCE,RI,02906,Providence,Hours of physical-restraint use,0.16,192.28,49420,,Hours of seclusion use,0.13,158.49,49420,,Patients discharged on multiple antipsychotic medications with appropriate justification,57.00,14,,Screening for metabolic disorders (SMD),62,497,,Alcohol use brief intervention provided or offered,95,455,,94,455,,Alcohol and other drug use disorder treatment provided or offered at discharge,96,744,,90,744,,Tobacco use treatment provided or offered,92,697,,59,697,,Tobacco use treatment provided or offered at discharge,31,608,,0,608,,Transition record with specified elements received by discharged patients (TR1),91,1417,,Timely transmission of transition record (TR2),71,1417,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,55.5,371,,35.6,371,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,73.7,700,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse than the National Rate,1516,25.3,23.2,27.6,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),87,638,,10/01/2019,03/31/2020
414003,EMMA PENDLETON BRADLEY HOSPITAL,1011 VETERANS MEMORIAL PARKWAY,EAST PROVIDENCE,RI,02915,Providence,Hours of physical-restraint use,4.75,1994.84,17484,,Hours of seclusion use,1.21,508.63,17484,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),90,356,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Transition record with specified elements received by discharged patients (TR1),90,1061,,Timely transmission of transition record (TR2),89,1061,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,5,Not Available,Not Available,5,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,5,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),95,529,,10/01/2019,03/31/2020
420002,PIEDMONT MEDICAL CENTER,222 S HERLONG AVE,ROCK HILL,SC,29730,York,Hours of physical-restraint use,0.00,0.28,9475,,Hours of seclusion use,0.00,0,9475,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),97,359,,Alcohol use brief intervention provided or offered,41,87,,40,87,,Alcohol and other drug use disorder treatment provided or offered at discharge,71,138,,71,138,,Tobacco use treatment provided or offered,90,145,,23,145,,Tobacco use treatment provided or offered at discharge,15,115,,2,115,,Transition record with specified elements received by discharged patients (TR1),48,603,,Timely transmission of transition record (TR2),42,603,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,23.5,17,,5.9,17,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,44,16.3,12.0,21.6,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),99,133,,10/01/2019,03/31/2020
420004,MUSC MEDICAL CENTER,169 ASHLEY AVE,CHARLESTON,SC,29425,Charleston,Hours of physical-restraint use,0.21,174.75,34938,,Hours of seclusion use,1.46,1221.67,34938,,Patients discharged on multiple antipsychotic medications with appropriate justification,94.00,31,,Screening for metabolic disorders (SMD),63,906,,Alcohol use brief intervention provided or offered,15,123,,14,123,,Alcohol and other drug use disorder treatment provided or offered at discharge,65,253,,65,253,,Tobacco use treatment provided or offered,22,209,,9,209,,Tobacco use treatment provided or offered at discharge,17,196,,13,196,,Transition record with specified elements received by discharged patients (TR1),0,2366,,Timely transmission of transition record (TR2),0,2366,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,49.5,214,,29.9,214,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,78.1,351,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,717,20.8,18.3,23.5,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),70,202,,10/01/2019,03/31/2020
420007,SPARTANBURG MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,29303,Spartanburg,Hours of physical-restraint use,0.00,0,2968,,Hours of seclusion use,0.00,0,2968,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),96,198,,Alcohol use brief intervention provided or offered,49,37,,46,37,,Alcohol and other drug use disorder treatment provided or offered at discharge,82,57,,82,57,,Tobacco use treatment provided or offered,64,83,,20,83,,Tobacco use treatment provided or offered at discharge,56,81,,0,81,,Transition record with specified elements received by discharged patients (TR1),55,270,,Timely transmission of transition record (TR2),37,270,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,37.5,16,,18.8,16,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,42,19.1,13.8,26.2,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),89,150,,10/01/2019,03/31/2020
420018,PRISMA HEALTH RICHLAND HOSPITAL,5 MEDICAL PARK,COLUMBIA,SC,29203,Richland,Hours of physical-restraint use,0.00,0,8954,,Hours of seclusion use,1.03,222,8954,,Patients discharged on multiple antipsychotic medications with appropriate justification,38.00,16,,Screening for metabolic disorders (SMD),35,236,,Alcohol use brief intervention provided or offered,98,46,,93,46,,Alcohol and other drug use disorder treatment provided or offered at discharge,89,76,,89,76,,Tobacco use treatment provided or offered,97,74,,73,74,,Tobacco use treatment provided or offered at discharge,77,71,,58,71,,Transition record with specified elements received by discharged patients (TR1),66,381,,Timely transmission of transition record (TR2),60,381,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,41.7,36,,22.2,36,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,78,14.7,10.7,20.1,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),84,188,,10/01/2019,03/31/2020
420027,ANMED HEALTH,800 N FANT ST,ANDERSON,SC,29621,Anderson,Hours of physical-restraint use,0.00,0,6081,,Hours of seclusion use,0.04,6.25,6081,,Patients discharged on multiple antipsychotic medications with appropriate justification,88.00,99,,Screening for metabolic disorders (SMD),100,537,,Alcohol use brief intervention provided or offered,86,148,,86,148,,Alcohol and other drug use disorder treatment provided or offered at discharge,83,309,,83,309,,Tobacco use treatment provided or offered,97,504,,81,504,,Tobacco use treatment provided or offered at discharge,94,481,,13,481,,Transition record with specified elements received by discharged patients (TR1),93,847,,Timely transmission of transition record (TR2),91,847,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,50,80,,16.3,80,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,73.6,159,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,248,17.8,14.1,22.2,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),99,375,,10/01/2019,03/31/2020
420030,COLLETON MEDICAL CENTER,501 ROBERTSON BOULEVARD,WALTERBORO,SC,29488,Colleton,Hours of physical-restraint use,0.27,42.55,6554,,Hours of seclusion use,0.04,6.1,6554,,Patients discharged on multiple antipsychotic medications with appropriate justification,100.00,125,,Screening for metabolic disorders (SMD),100,479,,Alcohol use brief intervention provided or offered,100,174,,100,174,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,387,,100,387,,Tobacco use treatment provided or offered,100,431,,82,431,,Tobacco use treatment provided or offered at discharge,100,425,,97,425,,Transition record with specified elements received by discharged patients (TR1),100,694,,Timely transmission of transition record (TR2),100,694,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,43.2,37,,24.3,37,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,89,21.1,16.4,26.8,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),100,201,,10/01/2019,03/31/2020
